grievance_id,text,category
GRV100069,"Dear officer, Municipal water connection Nagpur mein kaat diya gaya bina notice diye, paani ke bina pareshani ho rahi hai. Sadar naman.",Water Supply
GRV103024,"Namaste sir, निवास प्रमाण पत्र Wright Town कार्यालय से बनवाने में 15 din लग गए, अभी तक हाथ में नहीं मिला। Thank you.",Municipal Certificates
GRV101616,"Namaste sir, सरकारी अस्पताल Bhopal में दवाइयां उपलब्ध नहीं हैं, बाहर से खरीदनी पड़ रही है।",Healthcare & Hospitals
GRV103089,"Sir/Madam, विवाह प्रमाण पत्र Kanpur नगर निगम से 15 din में नहीं मिला, दस्तावेज बार बार मांगे जा रहे हैं। कृपया जल्द कार्रवाई करें।",Municipal Certificates
GRV102469,"Respected Sir, रिश्वत की मांग Ward 12 कार्यालय में हर छोटे काम के लिए की जाती है, यह भ्रष्टाचार बंद होना चाहिए। Thank you.",Corruption & Bribery
GRV101324,"Eve teasing Wright Town area mein badh gayi hai, mahilaye ghar se nikalne mein dari rehti hain. Sadar naman.",Police & Law and Order
GRV102591,"Sir/Madam, सरकारी दफ्तर Shastri Colony में बिना रिश्वत दिए कोई फाइल आगे नहीं बढ़ती। Otherwise we will protest.",Corruption & Bribery
GRV102047,"Anaj ki quality Madan Mahal ration dukan mein bahut kharab hai, keede lage hue chawal mil rahe hain. Sadar naman.",Ration & Public Distribution System
GRV100199,"Respected Sir, जल आपूर्ति विभाग Varanasi में शिकायत के बाद भी पानी की लाइन ठीक नहीं कर रहा।",Water Supply
GRV102751,"महोदय, श्रम कार्यालय Gandhi Nagar में मजदूर के हक की शिकायत 15 din से लंबित है, कोई सुनवाई नहीं हुई। Please take urgent action.",Employment & Labour
GRV102079,"महोदय, New ration card ke liye one week se apply kiya hai Gandhi Nagar office mein, abhi tak nahi bana.",Ration & Public Distribution System
GRV102461,"महोदय, सरकारी टेंडर Wright Town में बिना कमीशन दिए पास नहीं होता, यह भ्रष्टाचार जांच योग्य है। कृपया जल्द कार्रवाई करें।",Corruption & Bribery
GRV102338,"Dear officer, बैंक Jaipur में सरकारी योजना का पैसा 1000 रुपए अभी तक जमा नहीं हुआ। Sadar naman.",Banking & Financial Services
GRV102957,"महोदय, विवाह प्रमाण पत्र Sector 7 नगर निगम से 1 hafta में नहीं मिला, दस्तावेज बार बार मांगे जा रहे हैं। Otherwise we will protest.",Municipal Certificates
GRV102115,"Dear officer, गरीबी रेखा राशन कार्ड Bhopal में गलत तरीके से रद्द कर दिया गया, फिर से चालू करवाएं। Kripya jald samadhan karein.",Ration & Public Distribution System
GRV101477,"Theft complaint diye 3 days ho gaye Wright Town mein, koi action nahi hua abhi tak. Please take urgent action.",Police & Law and Order
GRV101548,"Sir/Madam, अस्पताल Model Town में सफाई की बहुत खराब स्थिति है, संक्रमण फैलने का डर है। Bahut pareshaan hn hum log.",Healthcare & Hospitals
GRV101389,"Dear officer, पुलिस थाना Madan Mahal में तैनात कर्मचारी रिश्वत मांग रहा है काम करने के लिए। Otherwise we will protest.",Police & Law and Order
GRV100514,"Sir/Madam, पुलिया Gandhi Nagar में बारिश में डूब जाती है हर साल, स्थायी समाधान चाहिए। Please take urgent action.",Roads & Infrastructure
GRV102549,"Respected Sir, Gandhi Nagar office mein kaam karwane ke liye clerk 2000 rupaye ghoos maang raha hai. Kripya jald samadhan karein.",Corruption & Bribery
GRV100390,"Sir/Madam, बिजली विभाग Shastri Colony में 2 hafte से शिकायत के बावजूद फॉल्ट ठीक नहीं कर रहा, पूरा मोहल्ला अंधेरे में है।",Electricity
GRV102948,"Character certificate Civil Lines police station se 1 mahine se pending hai, job joining rukh gayi hai. कृपया जल्द कार्रवाई करें।",Municipal Certificates
GRV100449,"Sir/Madam, No streetlight on the main road of Varanasi, very unsafe at night for 3 din now. Otherwise we will protest.",Roads & Infrastructure
GRV102364,"ATM Jabalpur mein a month se kharab hai, paise nahi nikal pa raha koi. Bahut pareshaan hain hum log.",Banking & Financial Services
GRV102807,"मनरेगा जॉब कार्ड Kanpur में 10 din से नहीं बना, काम भी नहीं मिल रहा।",Employment & Labour
GRV101244,"Respected Sir, भू-अभिलेख में गलती है, कृपया तहसीलदार Shastri Colony को निर्देश दें ठीक करने का। Thank you.",Land Records & Revenue
GRV100472,"Respected Sir, Road construction work Lucknow mein adhura pada hai 10 din se, traffic jam ho raha hai. Kripya jald samadhan karein.",Roads & Infrastructure
GRV102533,"Sir/Madam, Kanpur office mein kaam karwane ke liye clerk 10000 rupaye ghoos maang raha hai. Thank you.",Corruption & Bribery
GRV101589,"महोदय, Ambulance Wright Town bulane par 3 din ghante late aayi, emergency case tha. Kripya jald samadhan karein.",Healthcare & Hospitals
GRV100587,"Footpath Shastri Colony mein encroachment ho gaya hai, pedestrians ko sadak par chalna padta hai. Please take urgent action.",Roads & Infrastructure
GRV103044,"Respected Sir, निवास प्रमाण पत्र Bhopal कार्यालय से बनवाने में 1 mahine लग गए, अभी तक हाथ में नहीं मिला। Bahut pareshaan hain hum log.",Municipal Certificates
GRV101852,"Dear officer, छात्र का प्रमाण पत्र Raipur स्कूल से 1 mahine से नहीं मिल रहा, दाखिले में दिक्कत हो रही है। Otherwise we will protest.",Education & Schools
GRV101706,"Namaste sir, अस्पताल Indore में सफाई की बहुत खराब स्थिति है, संक्रमण फैलने का डर है। कृपया जल्द कार्रवाई करें।",Healthcare & Hospitals
GRV101018,"Sir/Madam, Widow pension application Bhopal office mein submit kiya tha, 20 din se koi update nahi. Thank you.",Pension & Provident Fund
GRV101527,"Sir/Madam, Ambulance Civil Lines bulane par 10 din ghante late aayi, emergency case tha.",Healthcare & Hospitals
GRV101242,"Respected Sir, Zameen ka naamantaran Jaipur tehsil mein 1 mahine se pending hai. Sadar naman.",Land Records & Revenue
GRV101865,"Dear officer, School building Civil Lines mein chhat tapakti h barish mein, khatarnak sthiti hai. Bahut pareshaan hain hum log.",Education & Schools
GRV102739,"Labour ka wages employer ne 5000 rupaye kam diya Gwalior site par, PF bhi nahi kata. Sadar naman.",Employment & Labour
GRV101526,"Dear officer, Free treatment scheme card ban gaya lekin hospital Jabalpur mein accept nahi kar rahe. Kripya jald samadhan karein.",Healthcare & Hospitals
GRV101594,"Sir/Madam, जननी सुरक्षा योजना का पैसा Ranchi अस्पताल से 3 days में नहीं मिला डिलीवरी के बाद। Please take urgent action.",Healthcare & Hospitals
GRV102704,"Sir/Madam, MGNREGA ki mazdoori 1 mahine se nahi mili Nagpur panchayat mein, ghar chalana mushkil ho gaya hai. Sadar naman.",Employment & Labour
GRV101772,"Respected Sir, सरकारी स्कूल Patna में छात्रवृत्ति 1500 रुपए अभी तक नहीं आई। Thank you.",Education & Schools
GRV102033,"महोदय, गरीब परिवारों को Shastri Colony राशन दुकान से चीनी और तेल कई महीनों से नहीं मिल रहा। Bahut pareshaan hain hum log.",Ration & Public Distribution System
GRV100017,"महोदय, Low water pressure in Lucknow pipeline, taps mein paani bahut kam aata hai subah. Otherwise we will protest.",Water Supply
GRV100563,"Namaste sir, Drainage cover sadak Varanasi mein tuta pada h, gaddi ka pahiya fasne se accident ho sakta hai. Thank you.",Roads & Infrastructure
GRV102216,"ATM Adhartal mein 3 din se kharab h, paise nahi nikal pa raha koi. Kripya jald samadhan karein.",Banking & Financial Services
GRV101349,"Namaste sir, Eve teasing Gwalior area mein badh gayi hai, mahilaye ghar se nikalne mein dari rehti hain.",Police & Law and Order
GRV102109,"Dear officer, Ration card Patna dukan par is mahine anaj nhi mila, dealer mana kar raha h. Sadar naman.",Ration & Public Distribution System
GRV100045,"Municipal water connection Madan Mahal mein kaat diya gaya bina notice diye, paani ke bina pareshani ho rahi hai. Thank you.",Water Supply
GRV102531,"Sir/Madam, निर्माण अनुमति Patna नगर निगम से 3000 रुपए रिश्वत दिए बिना नहीं मिल रही। Bahut pareshaan hain hum log.",Corruption & Bribery
GRV102638,"Dear officer, भ्रष्ट अधिकारी Raipur में बिना घूस लिए फाइल आगे नहीं बढ़ाता, कई बार शिकायत कर चुके हैं। Bahut pareshaan hain hum log.",Corruption & Bribery
GRV100606,"महोदय, Kachra Shastri Colony colony ke khali plot mein daala ja raha hai, badbu aur bimari ka khatra hai. Kripya jald samadhan karein.",Sanitation & Garbage
GRV102056,राशन कार्ड धारकों को Raipur में तय मात्रा से कम अनाज दिया जा रहा है हर महीने। कृपया जल्द कार्रवाई करें।,Ration & Public Distribution System
GRV100736,"Dear officer, गंदगी की वजह से Shastri Colony में मक्खी मच्छर बहुत बढ़ गए हैं, महामारी फैलने का डर है।",Sanitation & Garbage
GRV101172,"Respected Sir, अतिक्रमण Ranchi में मेरी जमीन पर हुआ है, पटवारी और तहसीलदार को 15 din पहले शिकायत दी थी। Kripya jald samadhan karein.",Land Records & Revenue
GRV100782,"Street sweeping Sector 7 area mein band ho gayi hai one week se, dust aur kachra jama ho gaya hai. कृपया जल्द कार्रवाई करें।",Sanitation & Garbage
GRV102250,"Dear officer, मेरे खाते से 500 रुपए गलत तरीके से कट गए Sector 7 शाखा से, वापस दिलवाएं। कृपया जल्द कार्रवाई करें।",Banking & Financial Services
GRV100219,"High voltage ki wajah se Nagpur mein kai gharo ke appliance jal gaye, compensation chahiye. Kripya jald samadhan karein.",Electricity
GRV100990,"Namaste sir, PF withdrawal request 2 hafte se pending hai, office se koi response nahi mil raha. कृपया जल्द कार्रवाई करें।",Pension & Provident Fund
GRV102509,"महोदय, सरकारी दफ्तर Indore में बिना रिश्वत दिए कोई फाइल आगे नहीं बढ़ती। Sadar naman.",Corruption & Bribery
GRV103045,"Sir/Madam, Domicile certificate Kanpur mein 1 hafta se atka hua hai, job application ki deadline nikal rahi hai. Sadar naman.",Municipal Certificates
GRV100408,"सड़क निर्माण Lucknow में घटिया सामग्री से हो रहा है, 5 din में ही टूटने लगी। Kripya jald samadhan karein.",Roads & Infrastructure
GRV100619,"Open drain Indore mein overflow ho raha hai, mosquito breeding ka khatra hai. Bahut pareshaan hain hum log.",Sanitation & Garbage
GRV103072,"प्रमाण पत्र पर नाम की स्पेलिंग गलत छप गई Indore नगर निगम से, correction ke liye baar baar chakkar. Otherwise we will protest.",Municipal Certificates
GRV100936,"Sir/Madam, पेंशनर सत्यापन Napier Town में हर साल परेशानी देता है, इस बार 3 din से पेंशन रुकी हुई है। कृपया जल्द कार्रवाई करें।",Pension & Provident Fund
GRV100513,"Road construction work Madan Mahal mein adhura pada h 3 din se, traffic jam ho raha hai. Otherwise we will protest.",Roads & Infrastructure
GRV102098,"महोदय, Ration dukan Adhartal mein tay samay par nahi khulti, logo ko baar baar chakkar lagana padta hai. Kripya jald samadhan karein.",Ration & Public Distribution System
GRV102341,"मेरे खाते से 3000 रुपए गलत तरीके से कट गए Jaipur शाखा से, वापस दिलवाएं।",Banking & Financial Services
GRV101971,"Sir/Madam, छात्र का प्रमाण पत्र Gandhi Nagar स्कूल से 5 din से नहीं मिल रहा, दाखिले में दिक्कत हो रही है।",Education & Schools
GRV101309,"Eve teasing Jabalpur area mein badh gayi hai, mahilaye ghar se nikalne mein dari rehti hain.",Police & Law and Order
GRV100613,"गंदगी की वजह से Ward 12 में मक्खी मच्छर बहुत बढ़ गए हैं, महामारी फैलने का डर है। Kripya jald samadhan karein.",Sanitation & Garbage
GRV101204,"महोदय, Land record mein Anil Yadav ka naam galat likha hai, correction chahiye 1 hafta se request kar raha hoon. Sadar naman.",Land Records & Revenue
GRV100708,"Garbage dump Ranchi mohalle ke beech mein bana diya gaya hai, badbu aur bimari phail rahi hai.",Sanitation & Garbage
GRV101936,"Respected Sir, निजी स्कूल Varanasi में फीस मनमानी बढ़ाई जा रही है, शिक्षा विभाग कार्रवाई नहीं कर रहा। कृपया जल्द कार्रवाई करें।",Education & Schools
GRV100905,"सेवानिवृत्ति के बाद पेंशन खाता Bhopal में अपडेट नहीं हुआ, 10 din से चक्कर काट रहे हैं। Thank you.",Pension & Provident Fund
GRV102777,"Sir/Madam, Labour ka wages employer ne 3000 rupaye kam diya Indore site par, PF bhi nahi kata. Thank you.",Employment & Labour
GRV100324,"बिजली का बिल 1500 रुपए गलत आया है Gwalior पते पर, इसे ठीक करवाएं। Please take urgent action.",Electricity
GRV102525,"महोदय, Varanasi office mein kaam karwane ke liye clerk 3000 rupaye ghoos maang raha hai.",Corruption & Bribery
GRV101388,"मोहल्ले में Madan Mahal में असामाजिक तत्वों का आतंक है, रात को शराब पीकर हंगामा करते हैं। Sadar naman.",Police & Law and Order
GRV100590,"कचरा गाड़ी Bhopal में नहीं आती है 15 din से, गली में गंदगी फैली है। Bahut pareshaan hain hum log.",Sanitation & Garbage
GRV102227,"Dear officer, मेरे खाते से 5000 रुपए गलत तरीके से कट गए Jaipur शाखा से, वापस दिलवाएं। Otherwise we will protest.",Banking & Financial Services
GRV103090,"Sir/Madam, विवाह प्रमाण पत्र Bhopal नगर निगम से 2 hafte में नहीं मिला, दस्तावेज बार बार मांगे जा रहे हैं। Thank you.",Municipal Certificates
GRV101648,"आयुष्मान कार्ड Varanasi अस्पताल में मान्य नहीं किया जा रहा, मरीज को इलाज से मना कर दिया।",Healthcare & Hospitals
GRV101841,"Sir/Madam, स्कूल Shastri Colony में शौचालय की स्थिति बहुत खराब है, बच्चियां स्कूल आने से कतरा रही हैं। Thank you.",Education & Schools
GRV100020,"महोदय, पीने के पानी की सप्लाई Bhopal में हफ्ते में सिर्फ एक बार आती है, बहुत परेशानी है।",Water Supply
GRV102172,"Ration card Shastri Colony dukan par is mahine anaj nahi mila, dealer mana kar raha hai. Kripya jald samadhan karein.",Ration & Public Distribution System
GRV102446,"Respected Sir, Inspector Kotwali area area mein business license ke liye bribe maang raha hai, video proof available hai. Kripya jald samadhan karein.",Corruption & Bribery
GRV100942,"Sir/Madam, मेरी पीएफ की राशि 10000 रुपए अभी तक ट्रांसफर नहीं हुई, 5 din हो गए आवेदन दिए।",Pension & Provident Fund
GRV100521,"Respected Sir, सड़क Sector 7 में बहुत खराब हालत में है, बारिश में कीचड़ हो जाता है, मरम्मत करवाएं। कृपया जल्द कार्रवाई करें।",Roads & Infrastructure
GRV101307,"Respected Sir, Chn snatching hui thi Madan Mahal mein, police ne case follow up nahi kiya. Bahut pareshaan hain hum log.",Police & Law and Order
GRV102302,"Respected Sir, ATM Nagpur mein 15 din se kharab hai, paise nahi nikal pa raha koi. कृपया जल्द कार्रवाई करें।",Banking & Financial Services
GRV100476,"No streetlight on the main road of Patna, very unsafe at night for two weeks now. Thank you.",Roads & Infrastructure
GRV100294,"Transformer blast ho gaya Ward 12 mein, area mein bijli nahi hai 1 mahine se, jldi replace karwaye. Bahut pareshaan hain hum log.",Electricity
GRV101195,"अतिक्रमण Ward 12 में मेरी जमीन पर हुआ है, पटवारी और तहसीलदार को 1 mahine पहले शिकायत दी थी। Bahut pareshaan hain hum log.",Land Records & Revenue
GRV102519,"Namaste sir, निर्माण अनुमति Raipur नगर निगम से 1500 रुपए रिश्वत दिए बिना नहीं मिल रही। Otherwise we will protest.",Corruption & Bribery
GRV101020,"Old age pension band ho gayi hai bina bataye, Deepak Chouhan ko problem ho rahi hai. Bahut pareshaan hain hum log.",Pension & Provident Fund
GRV100494,"Dear officer, Nagpur ki sadak par bada gaddha ho gaya hai, one week pehle accident bhi hua tha. Kripya jald samadhan karein.",Roads & Infrastructure
GRV101400,"Theft complaint diye two weeks ho gaye Ranchi mein, koi action nahi hua abhi tak. Otherwise we will protest.",Police & Law and Order
GRV101270,Patta zameen ka record Indore revenue office se galat show ho raha hai online portal par. Sadar naman.,Land Records & Revenue
GRV100784,"Public toilet Ranchi ke paas bahut ganda hai, safai nahi hoti kai dino se. Otherwise we will protest.",Sanitation & Garbage
GRV103046,"Sir/Madam, Character certificate Madan Mahal police station se 3 days se pending hai, job joining rukh gayi hai.",Municipal Certificates
GRV101249,"अतिक्रमण Shastri Colony में मेरी जमीन पर हुआ है, पटवारी और तहसीलदार को 5 din पहले शिकायत दी थी। Sadar naman.",Land Records & Revenue
GRV100162,"Sir/Madam, पीने के पानी की सप्लाई Lucknow में हफ्ते में सिर्फ एक बार आती है, बहुत परेशानी है। Please take urgent action.",Water Supply
GRV100359,"महोदय, Transformer blast ho gaya Lucknow mein, area mein bijli nahi hai 5 din se, jaldi replace karwaye. Thank you.",Electricity
GRV102903,"Namaste sir, श्रम कार्यालय Jabalpur में मजदूर के हक की शिकायत 15 din से लंबित है, कोई सुनवाई नहीं हुई। कृपया जल्द कार्रवाई करें।",Employment & Labour
GRV100369,"Dear officer, Electricity wire loose latak rahi hai Gandhi Nagar mein, accident ka khatra hai, turant thik karwaye. Please take urgent action.",Electricity
GRV101624,"Sir/Madam, आयुष्मान कार्ड Wright Town अस्पताल में मान्य नहीं किया जा रहा, मरीज को इलाज से मना कर दिया। कृपया जल्द कार्रवाई करें।",Healthcare & Hospitals
GRV101397,"गुमशुदगी की रिपोर्ट Varanasi थाने में 20 din पहले दी थी, अभी तक कोई तलाश शुरू नहीं हुई। Please take urgent action.",Police & Law and Order
GRV102515,"Sir/Madam, Panchayat Raipur mein yojna ka paisa bina commission diye release nahi hota, sarpanch ghoos maangta hai.",Corruption & Bribery
GRV100844,"Dear officer, सेवानिवृत्ति के बाद पेंशन खाता Indore में अपडेट नहीं हुआ, 10 din से चक्कर काट रहे हैं। Kripya jald samadhan karein.",Pension & Provident Fund
GRV102617,निर्माण अनुमति Indore नगर निगम से 500 रुपए रिश्वत दिए बिना नहीं मिल रही।,Corruption & Bribery
GRV100501,"Namaste sir, पुलिया Civil Lines में बारिश में डूब जाती है हर साल, स्थायी समाधान चाहिए। Otherwise we will protest.",Roads & Infrastructure
GRV102540,"Clerk ne 1500 rupaye maange Gandhi Nagar office mein pension file aage badhane ke liye, ghoos lena band karwaye. Bahut pareshaan hain hum log.",Corruption & Bribery
GRV100883,"Sir/Madam, पेंशन फॉर्म में गलत बैंक खाता नंबर दर्ज हो गया है, कृपया सुधार करें। Kripya jald samadhan karein.",Pension & Provident Fund
GRV100768,"Respected Sir, कचरा गाड़ी Madan Mahal में नहीं आती है 3 days से, गली में गंदगी फैली है। Thank you.",Sanitation & Garbage
GRV102576,"Bina ghoos diye Varanasi sarkari office mein koi kaam nahi hota, staff khule aam paise maangta hai. कृपया जल्द कार्रवाई करें।",Corruption & Bribery
GRV100601,"Garbage dump Indore mohalle ke beech mein bana diya gaya h, badbu aur bimari phail rahi hai. Bahut pareshaan hain hum log.",Sanitation & Garbage
GRV100115,"पिछले 10 din से हमारे इलाके Adhartal में पानी की सप्लाई बंद है, कृपया जल्दी ठीक करवाएं। कृपया जल्द कार्रवाई करें।",Water Supply
GRV101631,"Sir/Madam, Primary health center Nagpur mein staff hi nahi hai 1 hafta se, gaon walo ko door jana padta hai ilaj ke liye. Otherwise we will protest.",Healthcare & Hospitals
GRV100665,"Sir/Madam, नाली Civil Lines में जाम पड़ी है a month से, सफाई विभाग को कई बार बताया लेकिन कोई कार्रवाई नहीं हुई। Bahut pareshaan hain hum log.",Sanitation & Garbage
GRV100095,"Respected Sir, Hamare Wright Town mohalle mein pichle 3 days se paani nahi aa raha hai, jaldi thik karwaye. कृपया जल्द कार्रवाई करें।",Water Supply
GRV100060,"महोदय, Sir humara water tanker Jabalpur area mein nahi aata, complaint diye 5 din ho gaye. कृपया जल्द कार्रवाई करें।",Water Supply
GRV101851,"Sir/Madam, सरकारी स्कूल Sector 7 में छात्रवृत्ति 3000 रुपए अभी तक नहीं आई। Bahut pareshaan hain hum log.",Education & Schools
GRV102716,"मनरेगा जॉब कार्ड Napier Town में 1 mahine से नहीं बना, काम भी नहीं मिल रहा।",Employment & Labour
GRV102812,"Namaste sir, Construction site Nagpur par bina helmet aur safety belt ke kaam karwaya ja raha hai mazdooro se.",Employment & Labour
GRV101818,"Respected Sir, Sarkari school Gwalior mein 2 hafte se teacher nahi aa raha hai, padhai band hai. Otherwise we will protest.",Education & Schools
GRV102077,"Namaste sir, गरीबी रेखा राशन कार्ड Wright Town में गलत तरीके से रद्द कर दिया गया, फिर से चालू करवाएं। Sadar naman.",Ration & Public Distribution System
GRV102838,"Sir/Madam, MGNREGA ki mazdoori two weeks se nahi mili Kanpur panchayat mein, ghar chalana mushkil ho gaya hai. Otherwise we will protest.",Employment & Labour
GRV101778,"महोदय, छात्र का प्रमाण पत्र Nagpur स्कूल से 15 din से नहीं मिल रहा, दाखिले में दिक्कत हो रही है। Please take urgent action.",Education & Schools
GRV100371,"महोदय, बिजली का खंभा टूट कर सड़क पर गिरा है Kotwali area में, दुर्घटना हो सकती है, कृपया जल्दी हटवाएं। Sadar naman.",Electricity
GRV102286,"Sir/Madam, Bank Bhopal branch mein loan application 2 hafte se pending hai, koi jawab nahi mil raha. Thank you.",Banking & Financial Services
GRV101178,"Namaste sir, भू-अभिलेख में गलती है, कृपया तहसीलदार Lucknow को निर्देश दें ठीक करने का। Thank you.",Land Records & Revenue
GRV100962,"Respected Sir, पेंशनर सत्यापन Bhopal में हर साल परेशानी देता है, इस बार 1 mahine से पेंशन रुकी हुई है। Thank you.",Pension & Provident Fund
GRV102774,"मनरेगा जॉब कार्ड Jaipur में 3 days से नहीं बना, काम भी नहीं मिल रहा।",Employment & Labour
GRV102676,"Respected Sir, मनरेगा जॉब कार्ड Jabalpur में one week से नहीं बना, काम भी नहीं मिल रहा। Otherwise we will protest.",Employment & Labour
GRV101999,"Namaste sir, Fair price shop Indore mein weighing machine kharab h, kam tola jata hai anaj.",Ration & Public Distribution System
GRV101298,"मोहल्ले में Gandhi Nagar में असामाजिक तत्वों का आतंक है, रात को शराब पीकर हंगामा करते हैं। Sadar naman.",Police & Law and Order
GRV103035,"महोदय, प्रमाण पत्र पर नाम की स्पेलिंग गलत छप गई Kotwali area नगर निगम से, correction ke liye baar baar chakkar.",Municipal Certificates
GRV101346,"Respected Sir, पुलिस थाना Civil Lines में तैनात कर्मचारी रिश्वत मांग रहा है काम करने के लिए। कृपया जल्द कार्रवाई करें।",Police & Law and Order
GRV102776,"Overtime paisa 3000 rupaye Wright Town factory se two weeks se nahi mila, HR jawab nahi de raha. कृपया जल्द कार्रवाई करें।",Employment & Labour
GRV101629,"महोदय, सरकारी अस्पताल Civil Lines में दवाइयां उपलब्ध नहीं हैं, बाहर से खरीदनी पड़ रही है। Please take urgent action.",Healthcare & Hospitals
GRV101387,"महोदय, Chain snatching hui thi Ranchi mein, police ne case follow up nahi kiya.",Police & Law and Order
GRV102901,"Respected Sir, MGNREGA ki mazdoori 3 din se nhi mili Raipur panchayat mein, ghar chalana mushkil ho gaya h. Bahut pareshaan hain hum log.",Employment & Labour
GRV101924,"स्कूल Varanasi में शौचालय की स्थिति बहुत खराब है, बच्चियां स्कूल आने से कतरा रही हैं।",Education & Schools
GRV100307,"Sir/Madam, Streetlights Varanasi mein 15 din se band hai, raat ko andhera rehta hai bijli na hone se. Sadar naman.",Electricity
GRV100633,"Namaste sir, सफाई विभाग Shastri Colony में डोर टू डोर कचरा कलेक्शन बंद कर चुका है 5 din से। Otherwise we will protest.",Sanitation & Garbage
GRV101680,"Sir/Madam, Free treatment scheme card ban gaya lekin hospital Gandhi Nagar mein accept nahi kar rahe. Please take urgent action.",Healthcare & Hospitals
GRV100591,"Dear officer, नाली Model Town में जाम पड़ी है 3 days से, सफाई विभाग को कई बार बताया लेकिन कोई कार्रवाई नहीं हुई। Please take urgent action.",Sanitation & Garbage
GRV100063,"जल संकट Napier Town क्षेत्र में 1 hafta से गंभीर बना हुआ है, पानी के लिए दूर तक जाना पड़ रहा है।",Water Supply
GRV101872,"Respected Sir, छात्र का प्रमाण पत्र Patna स्कूल से 20 din से नहीं मिल रहा, दाखिले में दिक्कत हो रही है। Please take urgent action.",Education & Schools
GRV100409,"Footpath Indore mein encroachment ho gaya hai, pedestrians ko sadak par chalna padta hai.",Roads & Infrastructure
GRV101804,"Dear officer, Teacher transfer Wright Town school se a month pehle hua tha, replacement abhi tak nahi mila, class khali padi hai. Kripya jald samadhan karein.",Education & Schools
GRV102289,"ATM Indore mein 3 days se kharab hai, paise nahi nikal pa raha koi. Thank you.",Banking & Financial Services
GRV101360,"Sir/Madam, मोहल्ले में Varanasi में असामाजिक तत्वों का आतंक है, रात को शराब पीकर हंगामा करते हैं।",Police & Law and Order
GRV102058,"Sir/Madam, Ration dukan Civil Lines mein tay samay par nahi khulti, logo ko baar baar chakkar lagana padta hai. Otherwise we will protest.",Ration & Public Distribution System
GRV102274,"मेरे खाते से 1000 रुपए गलत तरीके से कट गए Model Town शाखा से, वापस दिलवाएं।",Banking & Financial Services
GRV100152,"Namaste sir, हैंडपंप Kanpur में खराब पड़ा है one week से, गांव में पानी की भारी किल्लत है। Otherwise we will protest.",Water Supply
GRV102029,"Namaste sir, राशन कार्ड में परिवार के सदस्य का नाम जुड़वाना है, Jabalpur कार्यालय में आवेदन दिया 1 mahine पहले।",Ration & Public Distribution System
GRV100624,"Dear officer, गंदगी की वजह से Madan Mahal में मक्खी मच्छर बहुत बढ़ गए हैं, महामारी फैलने का डर है।",Sanitation & Garbage
GRV101582,"Ambulance Sector 7 bulane par 2 hafte ghante late aayi, emergency case tha. Sadar naman.",Healthcare & Hospitals
GRV101562,"Dear officer, सरकारी अस्पताल Civil Lines में दवाइयां उपलब्ध नहीं हैं, बाहर से खरीदनी पड़ रही है। कृपया जल्द कार्रवाई करें।",Healthcare & Hospitals
GRV102853,"MGNREGA ki mazdoori a month se nahi mili Napier Town panchayat mein, ghar chalana mushkil ho gaya hai. Bahut pareshaan hain hum log.",Employment & Labour
GRV101304,"Eve teasing Napier Town area mein badh gayi hai, mahilaye ghar se nikalne mein dari rehti hain. कृपया जल्द कार्रवाई करें।",Police & Law and Order
GRV100179,"टंकी का पानी Lucknow में सीवर के पानी से मिल गया है, तुरंत जांच करवाएं। Please take urgent action.",Water Supply
GRV101683,"Dear officer, Free treatment scheme card ban gaya lekin hospital Adhartal mein accept nahi kar rahe. Otherwise we will protest.",Healthcare & Hospitals
GRV102218,"ATM Lucknow mein 15 din se kharab hai, paise nhi nikal pa raha koi. Sadar naman.",Banking & Financial Services
GRV102609,"Officer Gandhi Nagar mein bina paise liye certificate nahi de raha, complain chahiye.",Corruption & Bribery
GRV100979,"Sir/Madam, पेंशनर सत्यापन Raipur में हर साल परेशानी देता है, इस बार 3 din से पेंशन रुकी हुई है।",Pension & Provident Fund
GRV100773,"Sir/Madam, Street sweeping Sector 7 area mein band ho gayi hai two weeks se, dust aur kachra jama ho gaya hai. Sadar naman.",Sanitation & Garbage
GRV101319,"Sir/Madam, मोहल्ले में Nagpur में असामाजिक तत्वों का आतंक है, रात को शराब पीकर हंगामा करते हैं।",Police & Law and Order
GRV102539,"Dear officer, Ranchi office mein kaam karwane ke liye clerk 500 rupaye ghoos maang raha hai. Thank you.",Corruption & Bribery
GRV101546,"सरकारी अस्पताल Kanpur में दवाइयां उपलब्ध नहीं हैं, बाहर से खरीदनी पड़ रही है। Bahut pareshaan hain hum log.",Healthcare & Hospitals
GRV101362,"Eve teasing Model Town area mein badh gayi hai, mahilaye ghar se nikalne mein dari rehti hain. Otherwise we will protest.",Police & Law and Order
GRV101414,"महोदय, Eve teasing Gandhi Nagar area mein badh gayi hai, mahilaye ghar se nikalne mein dari rehti hain. Otherwise we will protest.",Police & Law and Order
GRV102293,"Sir/Madam, Fraud transaction 1000 rupaye ka Adhartal branch account se hua h, turant jaanch karwaye. Thank you.",Banking & Financial Services
GRV101830,"Sir/Madam, निजी स्कूल Indore में फीस मनमानी बढ़ाई जा रही है, शिक्षा विभाग कार्रवाई नहीं कर रहा। कृपया जल्द कार्रवाई करें।",Education & Schools
GRV100609,"Respected Sir, Sewage line Varanasi mein block ho gayi h, ghar ke andar gandi nali ka kachra bhar raha hai.",Sanitation & Garbage
